Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
46,Other,United States,No,No,Yes,Often, 100-500,Yes,No,Yes,Yes,No,No,Yes,Unknown,Unknown,No,Unknown,Unknown,No,Maybe,No,No
32,Male,United States,No,Yes,No,Sometimes, 1000+,No,Yes,Yes,No,Yes,Unknown,Don't know,Unknown,Unknown,No,Yes,Yes,No,No,Unknown,No
29,Male,United States,No,Yes,Yes,Sometimes, 26-100,No,No,Yes,Yes,Yes,Yes,Don't know,Unknown,Unknown,No,Unknown,No,No,Maybe,Unknown,No
34,Male,Poland,No,No,No,Never, 1000+,Yes,Yes,Unknown,Unknown,No,No,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,Yes,Unknown,No
26,Male,Colombia,No,No,No,Often, 6-25,No,Yes,No,No,No,No,No,Very difficult,Yes,No,No,No,No,Maybe,Yes,No
32,Other,United States,No,No,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,No,Unknown,Don't know,Unknown,Unknown,No,Unknown,No,No,No,No,No
29,Male,United States,No,No,No,Unknown, 1000+,No,Yes,Unknown,Unknown,No,No,Don't know,Unknown,Unknown,No,Unknown,Yes,Maybe,Yes,No,No
30,Male,United States,No,No,No,Unknown, 1000+,No,No,Yes,No,Yes,Yes,Don't know,Unknown,Yes,Unknown,No,No,No,No,Unknown,No
40,Other,United States,No,Yes,Yes,Sometimes, 26-100,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,Yes
23,Male,United Kingdom,No,No,Yes,Sometimes, 1-5,No,Yes,No,No,No,No,Don't know,Very difficult,Unknown,No,Yes,Yes,Yes,Yes,No,Yes
20,Male,Georgia,No,No,No,Rarely, 26-100,No,No,No,No,No,No,Don't know,Very difficult,Yes,Yes,Unknown,No,No,Maybe,No,No
38,Male,United States,No,Yes,No,Unknown, 6-25,No,Yes,Unknown,No,No,No,Don't know,Somewhat difficult,No,No,Unknown,Yes,No,No,Unknown,Yes
26,Other,United States,No,Yes,Yes,Rarely, 100-500,No,Yes,Yes,No,No,No,Don't know,Unknown,Unknown,Unknown,No,No,No,Maybe,No,No
29,Male,United States,No,No,No,Never, 26-100,No,Yes,No,No,No,Unknown,Don't know,Unknown,No,No,Unknown,Yes,No,Yes,No,Yes
40,Other,China,Yes,No,No,Sometimes, 1-5,Yes,Yes,No,Yes,No,No,Don't know,Somewhat easy,No,No,Unknown,Unknown,Maybe,Maybe,Unknown,No
25,Other,Bulgaria,No,No,Yes,Sometimes, 26-100,Yes,Yes,No,No,No,No,Don't know,Unknown,Unknown,Unknown,Yes,Unknown,Maybe,No,No,No
32,Female,United States,No,No,Yes,Sometimes, 26-100,No,Yes,Yes,Yes,No,No,Yes,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No
38,Male,United States,No,Yes,Yes,Sometimes, 1000+,No,No,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,No,Unknown,No,No,Maybe,No,Yes
35,Other,United States,No,Yes,Yes,Sometimes, 1-5,Yes,Yes,No,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,No
28,Other,United States,No,No,Yes,Often, 6-25,No,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,Unknown,Unknown,Unknown,No,No,Unknown,No
27,Female,United States,No,No,No,Never, 100-500,No,No,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,No,No,Unknown,Yes,No,No,Yes,No
56,Other,United States,Yes,No,No,Rarely, 1-5,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,Unknown,Unknown,No,No,No,No,Unknown,No
38,Male,United States,No,Yes,Yes,Sometimes, 26-100,Yes,Yes,Yes,No,No,No,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,No,Unknown,No
31,Other,Belgium,No,No,No,Unknown, 26-100,No,Yes,Unknown,Unknown,No,No,Yes,Very easy,Unknown,No,Unknown,Unknown,No,No,Unknown,No
40,Male,United States,No,Yes,Yes,Sometimes, 6-25,No,Yes,Yes,Yes,No,No,Yes,Unknown,Unknown,No,Unknown,No,No,No,Yes,No
44,Other,United States,No,Yes,Yes,Sometimes, 100-500,No,Yes,Yes,Yes,No,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,No,No,Unknown,No
34,Male,Canada,No,Yes,No,Sometimes, 1000+,No,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,No,No,No,No,Maybe,Unknown,No
37,Male,United Kingdom,No,No,No,Never, 26-100,Yes,Yes,Unknown,No,No,No,Don't know,Somewhat easy,No,No,Unknown,Yes,No,Yes,Unknown,No
38,Male,Italy,No,No,No,Never, 26-100,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,No,No,Unknown,Yes,Yes,Maybe,No,No
27,Male,Germany,No,No,No,Unknown, 26-100,No,Yes,Unknown,Unknown,No,No,Don't know,Unknown,No,No,Unknown,Yes,Yes,Yes,Unknown,No
34,Other,Ireland,No,No,Yes,Sometimes, 500-1000,No,No,Yes,Yes,Yes,No,Yes,Unknown,Yes,Yes,Unknown,Unknown,No,No,Yes,No
35,Other,Ireland,No,No,No,Rarely, 1-5,No,Yes,Unknown,No,No,No,No,Unknown,Unknown,No,Unknown,No,No,Maybe,No,No
34,Male,Ireland,No,No,Yes,Often, 6-25,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Yes,Unknown,Unknown,Yes,No,Maybe,No,No
32,Male,United States,No,No,Yes,Often, 26-100,Yes,Yes,Yes,Unknown,No,Unknown,Don't know,Very difficult,Yes,Unknown,Unknown,No,No,No,Unknown,No
25,Male,Ireland,No,No,No,Unknown, 100-500,No,Yes,Unknown,Unknown,No,Unknown,Don't know,Unknown,Unknown,No,Unknown,Yes,No,No,Unknown,No
28,Male,Australia,No,No,Yes,Often, 100-500,Yes,Yes,No,Yes,No,No,Don't know,Unknown,Yes,No,No,No,No,Maybe,No,No
28,Other,United States,No,No,Yes,Rarely, 6-25,No,Yes,Yes,No,No,No,Don't know,Somewhat easy,Yes,Yes,Unknown,No,No,No,No,Yes
31,Male,Brazil,Yes,No,Yes,Unknown, 1-5,No,Yes,No,Yes,No,No,No,Unknown,No,No,Yes,Yes,No,Maybe,Unknown,No
24,Male,United Kingdom,No,No,No,Unknown, 100-500,No,Yes,Unknown,Unknown,No,No,Don't know,Somewhat easy,Unknown,Unknown,Unknown,Yes,No,Maybe,Unknown,No
34,Male,Ireland,No,Yes,Yes,Never, 1-5,Yes,Yes,No,No,No,No,Don't know,Unknown,Unknown,No,Unknown,Yes,No,No,Unknown,No
32,Male,Ireland,No,No,Yes,Sometimes, 6-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Unknown,Yes,No,Maybe,Unknown,No
34,Male,United Kingdom,No,Yes,No,Often, 26-100,Yes,No,Unknown,Unknown,No,No,Don't know,Somewhat easy,Unknown,No,Unknown,Yes,Maybe,Yes,Yes,No
23,Male,United States,No,No,Yes,Sometimes, 1-5,No,Yes,No,Yes,No,No,No,Very easy,Unknown,Unknown,Unknown,Yes,No,No,No,No
33,Male,Czech Republic,No,Yes,No,Often, 100-500,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,No,No,Unknown,Yes,Maybe,Maybe,Unknown,Yes
29,Male,Singapore,No,Yes,Yes,Sometimes, 26-100,No,Yes,Unknown,Unknown,No,No,Don't know,Somewhat difficult,Unknown,No,No,No,No,Maybe,No,No
24,Male,Ireland,No,Yes,No,Unknown, 1-5,No,Yes,No,No,No,No,Don't know,Unknown,Unknown,Unknown,No,No,No,No,Unknown,No
45,Male,Ireland,No,No,No,Never, 1000+,Yes,Yes,Unknown,Unknown,No,No,Don't know,Unknown,Yes,No,Yes,Unknown,No,No,No,Yes
34,Other,United Kingdom,No,No,Yes,Sometimes, 1000+,No,No,No,Yes,No,Yes,Yes,Somewhat difficult,Unknown,Unknown,Unknown,Yes,No,Maybe,No,Yes
31,Male,Philippines,No,No,No,Sometimes, 1000+,No,Yes,Unknown,No,No,No,Don't know,Very difficult,Yes,Yes,Unknown,No,No,Maybe,No,Yes
33,Male,United States,No,No,Yes,Often, 26-100,Yes,Yes,Yes,Yes,No,No,Yes,Unknown,Unknown,No,Unknown,No,No,Maybe,Unknown,No
28,Male,Netherlands,No,No,No,Unknown, 6-25,No,Yes,No,Unknown,No,No,Don't know,Somewhat easy,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,No
27,Male,United Kingdom,No,No,No,Rarely, 1000+,Yes,No,Unknown,Unknown,No,Yes,Don't know,Unknown,No,No,Unknown,Yes,No,No,Unknown,No
42,Male,Ireland,No,No,No,Never, 26-100,No,Yes,No,Yes,No,No,No,Somewhat difficult,Yes,Yes,Unknown,Unknown,No,No,No,No
28,Male,Netherlands,No,No,No,Unknown, 6-25,No,Yes,No,Unknown,No,No,Don't know,Somewhat easy,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,No
38,Male,United States,No,No,Yes,Sometimes, 1000+,Yes,Yes,Yes,No,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Unknown,No
46,Male,United States,No,Yes,Yes,Often, 26-100,No,Yes,Unknown,No,No,No,Don't know,Unknown,Unknown,No,Unknown,No,No,No,No,No
46,Male,United States,No,Yes,Yes,Sometimes, 100-500,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,No,No,Unknown,Yes,Yes,Yes,Unknown,No
41,Other,Netherlands,Yes,No,Yes,Rarely, 1-5,Yes,Yes,Unknown,Yes,Unknown,Yes,No,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Yes,No
23,Male,United Kingdom,No,No,No,Never, 26-100,No,Yes,Unknown,No,No,No,Don't know,Somewhat easy,Unknown,No,Unknown,Unknown,No,Maybe,Yes,Yes
24,Male,Ireland,No,Yes,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,No,Yes,Don't know,Somewhat easy,Unknown,No,Unknown,No,No,Maybe,Yes,Yes
23,Other,Ireland,No,No,Yes,Rarely, 26-100,No,Yes,No,Yes,Yes,No,Don't know,Unknown,No,No,Yes,Unknown,No,Maybe,Unknown,No
39,Male,Netherlands,No,No,No,Unknown, 1000+,No,No,Yes,Unknown,Yes,Unknown,Don't know,Somewhat easy,Unknown,Unknown,No,Unknown,No,No,Yes,No
32,Other,Ireland,No,Yes,No,Never, 1000+,No,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,No,No,Unknown,No
25,Male,United States,No,Yes,Yes,Sometimes, 26-100,No,Yes,Unknown,Yes,No,No,Don't know,Somewhat easy,Yes,No,Unknown,Unknown,No,Maybe,Unknown,No
39,Male,Greece,No,No,No,Unknown, 6-25,Yes,Yes,No,No,No,No,Yes,Unknown,Yes,No,No,No,No,No,Unknown,No
23,Other,United Kingdom,No,Yes,Yes,Sometimes, 6-25,No,Yes,No,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
24,Other,United Kingdom,Yes,No,Yes,Sometimes, 6-25,Yes,Yes,No,No,No,No,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,No,Maybe,Unknown,Yes
25,Male,United Kingdom,No,Yes,Yes,Sometimes, 1000+,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
23,Male,United Kingdom,No,No,Yes,Rarely, 6-25,No,Yes,No,Yes,No,No,Don't know,Unknown,No,No,Yes,Yes,No,Maybe,Unknown,No
24,Other,United Kingdom,No,No,Yes,Sometimes, 6-25,No,No,Unknown,No,No,Unknown,Don't know,Unknown,Yes,Unknown,No,No,No,Maybe,Unknown,No
23,Male,Canada,No,No,Yes,Often, 26-100,No,Yes,Yes,Yes,Yes,Unknown,Don't know,Unknown,Unknown,No,Yes,Unknown,No,No,Unknown,No
60,Male,United States,No,No,Yes,Often, 1000+,Yes,Yes,Unknown,No,Yes,Unknown,Don't know,Somewhat easy,Unknown,Unknown,Unknown,No,No,Maybe,Unknown,No
28,Male,Ireland,No,No,No,Sometimes, 26-100,No,Yes,No,Yes,No,No,Yes,Unknown,Yes,Unknown,No,No,No,No,No,Yes
28,Male,United States,No,Yes,Yes,Often, 1000+,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Unknown,Unknown,Yes,No,No,No,Yes
30,Male,Netherlands,No,No,No,Sometimes, 500-1000,No,Yes,Unknown,No,No,No,Don't know,Unknown,Unknown,No,Yes,Yes,Maybe,Yes,Unknown,No
31,Male,Germany,No,Yes,Yes,Sometimes, 100-500,No,Yes,Unknown,No,No,No,Yes,Somewhat easy,No,No,Unknown,No,No,No,Unknown,No
31,Male,Poland,Yes,No,Yes,Often, 6-25,Yes,Yes,No,No,No,No,Don't know,Somewhat easy,Unknown,No,Unknown,No,No,No,Unknown,No
28,Male,Ireland,No,No,Yes,Rarely, 26-100,No,Yes,Unknown,No,No,Unknown,Don't know,Unknown,Unknown,No,No,No,No,Maybe,Unknown,No
43,Other,United States,No,Yes,Yes,Rarely, 1000+,Yes,Yes,Yes,Yes,No,Yes,Don't know,Unknown,No,No,Unknown,Yes,No,No,Unknown,No
32,Other,United Kingdom,No,No,No,Unknown, 1000+,No,No,No,No,No,Unknown,Don't know,Unknown,Unknown,No,Unknown,Yes,No,Yes,No,No
22,Male,Australia,No,Yes,Yes,Often, 100-500,No,No,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,Yes,No,Maybe,Unknown,Yes
32,Male,United States,No,No,No,Never, 100-500,No,Yes,Yes,Unknown,Unknown,Yes,Don't know,Somewhat easy,No,No,No,Unknown,Maybe,Yes,Unknown,No
36,Male,Finland,No,No,Yes,Often, 6-25,No,Yes,No,No,No,No,No,Very difficult,Yes,No,Unknown,No,No,Maybe,Unknown,Yes
41,Other,United States,No,Yes,Yes,Sometimes, 26-100,No,Yes,Yes,No,No,Unknown,Don't know,Unknown,Yes,Unknown,No,No,No,No,Unknown,No
30,Other,United States,No,Yes,Yes,Sometimes, 26-100,No,Yes,Yes,Yes,Unknown,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
30,Male,United States,Yes,Yes,Yes,Often, 26-100,No,Yes,Yes,Unknown,Yes,Yes,Don't know,Unknown,No,No,Unknown,Yes,Maybe,Maybe,Yes,No
36,Male,South Africa,No,Yes,Yes,Often, 100-500,No,No,No,Yes,No,No,Don't know,Somewhat easy,No,No,Unknown,Yes,No,Yes,Yes,No
29,Male,United States,No,Yes,Yes,Sometimes, 100-500,Yes,Yes,Yes,Yes,Yes,No,Yes,Unknown,Yes,No,Unknown,No,No,Maybe,No,No
36,Male,United States,No,Yes,No,Rarely, 1000+,No,No,Unknown,No,Yes,Yes,Don't know,Somewhat easy,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,No
26,Male,United Kingdom,No,No,Yes,Unknown, 26-100,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Unknown,Unknown,No,No,Unknown,No
32,Male,United States,No,Yes,Yes,Often, 26-100,Yes,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Unknown,Yes,No,No,Yes,No
34,Male,United States,No,Yes,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No,No,No
46,Other,United States,No,No,No,Unknown, 100-500,Yes,Yes,No,Yes,No,No,Don't know,Unknown,Yes,No,No,No,No,No,No,No
25,Male,United States,No,Yes,Yes,Sometimes, 26-100,No,No,Yes,Yes,No,No,Yes,Unknown,Unknown,No,Unknown,No,No,No,Unknown,No
